campaign_id,platform,campaign_name,start_date,end_date,impressions,clicks,conversions,cost,revenue,conversion_rate,ROI
165,LinkedIn,libero ut massa volutpat convallis morbi odio odio elementum eu interdum,2/22/2020,4/28/2021,22649,1766,522,2988.59,62337.32,0.295583239,19.8584382602
166,LinkedIn,quis libero nullam sit amet turpis elementum ligula vehicula consequat,11/1/2022,5/11/2022,86814,6477,724,7189.39,137619.97,0.1117801451,18.1420927227
167,Twitter,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,12/6/2022,6/26/2022,27114,6699,741,6493.61,86577.9,0.1106135244,12.3327840754
168,LinkedIn,in felis donec semper sapien a libero nam dui proin leo odio,11/12/2021,12/24/2022,80192,906,491,2023.05,27318.58,0.5419426049,12.5036603149
169,Instagram,eu nibh quisque id justo sit amet sapien dignissim vestibulum,8/22/2022,1/12/2021,60967,5700,123,290.81,178749.27,0.0215789474,613.6599841821
170,Facebook,luctus cum sociis natoque penatibus et magnis dis parturient montes,5/6/2020,8/29/2021,13918,9409,422,8177.92,84790.93,0.0448506749,9.3682757963
171,LinkedIn,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,1/27/2021,6/9/2020,95866,2653,312,292.59,101933.33,0.1176027139,347.3828223794
172,Twitter,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,1/15/2020,4/10/2022,60895,6782,54,8999.16,15631.35,0.007962253,0.7369787847
173,Twitter,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,3/19/2021,6/18/2021,57310,5996,753,8462.97,93847.2,0.1255837225,10.0891566436
174,LinkedIn,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,5/2/2022,7/25/2022,21592,1692,243,6583.12,19226.25,0.1436170213,1.9205376782
175,Twitter,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a,7/9/2022,1/18/2022,52668,1006,852,7178.29,71841.11,0.8469184891,9.0081091736
176,Facebook,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,10/30/2020,1/26/2020,75230,6510,293,9515.63,131714.94,0.0450076805,12.8419568647
177,LinkedIn,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1/11/2020,7/8/2022,55841,7339,703,282.75,125755.77,0.0957896171,443.7595755968
178,Twitter,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,5/18/2020,11/9/2021,50744,4345,841,5218.35,161921.67,0.1935558113,30.0292851189
179,Facebook,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,8/24/2021,1/14/2021,29866,1757,730,7896.9,52171.51,0.4154809334,5.6065810635
180,Facebook,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,2/7/2022,3/29/2020,6587,3511,372,2287.12,172915.26,0.10595272,74.6039298332
181,Instagram,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,1/21/2020,12/19/2020,31758,483,537,2170.32,39583.48,1.1118012422,17.2385454679
182,Twitter,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,1/5/2020,10/31/2021,24391,8980,12,1288.36,146860.87,0.0013363029,112.9905538825
183,Facebook,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor,11/29/2021,7/5/2022,45952,7447,899,5304.1,17049.76,0.1207197529,2.2144491997
184,Instagram,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,8/20/2021,3/31/2020,15372,2668,443,991.42,56370.59,0.166041979,55.8584353755
185,Facebook,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,7/11/2022,2/4/2021,22998,3516,344,5031.72,84012.29,0.0978384528,15.6965351808
186,Facebook,a odio in hac habitasse platea dictumst maecenas ut massa,10/3/2021,8/29/2021,24476,6427,208,7278.0,39644.17,0.0323634666,4.4471242099
187,Facebook,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,10/11/2020,8/4/2021,74808,5655,519,8751.92,16942.68,0.0917771883,0.935881498
188,LinkedIn,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,2/9/2021,11/25/2020,5945,1326,940,9778.4,142739.0,0.7088989442,13.5973778941
189,Facebook,risus semper porta volutpat quam pede lobortis ligula sit amet,1/4/2020,2/22/2021,21176,2021,93,9817.9,103916.95,0.0460168234,9.5844376089
190,Instagram,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,6/30/2021,5/16/2020,14582,6559,299,672.51,128498.42,0.0455862174,190.0728762398
191,Twitter,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,1/23/2021,10/23/2022,53299,7869,273,4826.03,135888.58,0.0346930995,27.1574254615
192,Instagram,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,12/15/2021,10/2/2021,58793,8702,283,5536.12,76304.11,0.0325212595,12.7829581006
193,LinkedIn,tempus semper est quam pharetra magna ac consequat metus sapien,9/24/2020,1/18/2022,57460,7527,687,4981.3,138755.13,0.0912714229,26.8552044647
194,Twitter,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,5/15/2021,4/12/2021,19424,3251,181,7155.7,179365.47,0.0556751769,24.0660969577
195,LinkedIn,non sodales sed tincidunt eu felis fusce posuere felis sed,2/4/2021,1/7/2021,76599,4982,775,7248.94,111043.07,0.1555600161,14.3185251913
196,LinkedIn,id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,9/5/2022,4/8/2020,37749,8183,562,2025.53,137813.66,0.0686789686,67.0383208345
197,LinkedIn,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1/22/2022,7/4/2020,75282,3567,296,8983.01,132897.7,0.0829828988,13.7943395365
198,Facebook,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,1/10/2020,11/28/2022,97687,7020,90,5627.67,56065.61,0.0128205128,8.9624906933
199,Instagram,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,7/10/2020,3/10/2022,55819,6165,128,5343.63,52807.51,0.0207623682,8.8823290535
200,Twitter,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,12/16/2021,4/22/2021,16792,8406,954,3270.06,148867.49,0.113490364,44.5243909898
201,Facebook,ligula in lacus curabitur at ipsum ac tellus semper interdum,7/20/2022,6/2/2022,21736,1599,317,8189.35,59541.59,0.1982489056,6.2706124418
202,Twitter,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,7/20/2022,12/2/2022,91057,9180,499,4608.0,9407.74,0.0543572985,1.0416102431
203,Facebook,vestibulum sed magna at nunc commodo placerat praesent blandit nam,4/22/2021,11/4/2020,23880,1458,787,8254.68,173636.72,0.5397805213,20.0349426023
204,Twitter,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,5/6/2022,2/21/2020,87678,8946,665,447.23,98502.09,0.0743348983,219.2492900745
205,Twitter,tellus nisi eu orci mauris lacinia sapien quis libero nullam,6/29/2021,8/26/2021,4576,2251,594,1741.2,65062.19,0.2638827188,36.3662933609
206,Facebook,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,11/25/2020,2/23/2021,88239,5086,36,9718.52,121562.69,0.007078254,11.5083541527
207,Instagram,mi nulla ac enim in tempor turpis nec euismod scelerisque quam,5/8/2021,9/15/2022,69950,2868,314,24.09,163847.32,0.1094839609,6800.4661685347
208,Facebook,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus,7/2/2021,12/9/2021,47269,4687,598,7647.43,170410.66,0.1275869426,21.2833893216
209,Instagram,justo morbi ut odio cras mi pede malesuada in imperdiet,10/15/2021,1/13/2020,52186,971,243,9402.38,139607.66,0.2502574665,13.848119306
210,Facebook,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,8/6/2022,9/26/2021,85785,5424,786,9747.2,178969.38,0.1449115044,17.3611067794
211,Instagram,justo morbi ut odio cras mi pede malesuada in imperdiet et,1/22/2021,11/23/2022,31915,5041,743,4153.44,25825.56,0.1473913906,5.2178724142
212,Twitter,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,11/7/2020,8/2/2022,94933,660,704,4055.99,51107.82,1.0666666667,11.6005784038
213,Facebook,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,4/4/2022,5/30/2022,86023,7713,843,4646.34,100373.25,0.1092959938,20.6026485363
214,Twitter,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,12/26/2021,9/27/2021,52029,6904,835,6479.95,148585.48,0.1209443801,21.930034954
215,Instagram,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,5/22/2021,11/18/2021,95161,2080,378,6365.99,118867.74,0.1817307692,17.6723101984
216,Facebook,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,3/21/2021,12/12/2021,63857,9959,431,1011.43,154979.7,0.0432774375,152.228300525
217,LinkedIn,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,3/20/2022,8/2/2021,30193,2914,118,1147.95,64917.7,0.0404941661,55.5509821856
218,Instagram,vestibulum proin eu mi nulla ac enim in tempor turpis,2/14/2021,6/18/2020,60305,7281,347,8076.2,11785.06,0.0476582887,0.4592333028
219,Twitter,risus auctor sed tristique in tempus sit amet sem fusce,11/20/2021,8/25/2020,97276,3066,172,1102.99,76077.19,0.056099152,67.9735990353
220,Facebook,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,6/15/2022,10/28/2022,14887,2062,21,4298.58,129121.04,0.0101842871,29.0380683854
221,Facebook,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,8/4/2020,10/29/2020,22077,6713,534,5810.59,115018.35,0.0795471473,18.7946077765
222,Facebook,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,9/29/2021,3/31/2022,53449,7304,518,3657.3,84179.52,0.0709200438,22.0168484948
223,Facebook,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,12/22/2022,7/17/2022,33941,8556,362,4292.77,160455.58,0.0423094904,36.3780985238
224,Instagram,ut at dolor quis odio consequat varius integer ac leo,2/23/2020,5/17/2022,51150,8366,60,3383.02,8853.16,0.0071718862,1.6169398939
225,Facebook,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,4/8/2021,7/24/2020,32597,7008,923,3618.92,129095.72,0.131706621,34.6724437125
226,LinkedIn,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,12/2/2021,4/8/2020,84854,3562,948,5922.3,110262.78,0.2661426165,17.6182361582
227,Facebook,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,7/10/2020,9/18/2022,76546,5599,835,5570.54,105208.47,0.1491337739,17.8865837064
228,Twitter,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,4/19/2022,1/30/2021,31127,1669,732,4788.72,72910.2,0.4385859796,14.225404701
229,Twitter,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,12/29/2020,6/14/2020,98787,6177,794,7957.88,88623.79,0.1285413631,10.1366079911
230,Twitter,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,2/21/2020,1/25/2021,43909,4723,83,2601.46,162289.95,0.0175735761,61.3841804218
231,Facebook,dui proin leo odio porttitor id consequat in consequat ut nulla sed,12/5/2020,5/21/2021,90863,1358,550,1280.31,78778.94,0.4050073638,60.5311448009
232,Facebook,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,8/16/2020,1/30/2021,74987,2093,78,1015.42,149751.62,0.0372670807,146.4775166926
233,Twitter,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,7/6/2022,9/25/2021,69748,453,136,7168.04,10650.65,0.3002207506,0.4858524785
234,LinkedIn,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,5/29/2021,12/16/2020,99410,2784,881,8272.97,141594.22,0.3164511494,16.1152826615
235,LinkedIn,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,3/28/2022,3/16/2022,39036,7271,997,4134.32,31097.04,0.137120066,6.5216819211
236,Instagram,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,5/20/2020,11/26/2021,35400,5466,30,5665.37,77024.42,0.0054884742,12.5956557118
237,Twitter,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,11/27/2020,11/14/2021,85167,3231,861,2942.93,23583.71,0.2664809656,7.0136836418
238,Instagram,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,11/1/2021,6/15/2022,72431,184,152,9668.49,178134.77,0.8260869565,17.424259631
239,LinkedIn,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,11/20/2021,10/29/2021,59022,5142,775,4171.94,174293.67,0.1507195644,40.7776070605
240,Facebook,eu sapien cursus vestibulum proin eu mi nulla ac enim in,9/17/2020,5/19/2021,7450,163,872,3184.7,23808.23,5.3496932515,6.4758156184
241,LinkedIn,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,5/23/2022,5/18/2022,77763,859,522,8445.11,18911.88,0.6076833527,1.2393882377
242,Twitter,lectus suspendisse potenti in eleifend quam a odio in hac habitasse,2/3/2020,1/4/2021,4986,6046,288,9099.82,68511.96,0.0476347999,6.5289357372
243,Facebook,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,5/3/2020,10/12/2022,48390,4570,844,1560.63,21021.31,0.1846827133,12.4697590076
244,LinkedIn,ligula nec sem duis aliquam convallis nunc proin at turpis a,7/11/2022,3/3/2020,74733,6405,11,7890.02,147274.23,0.0017174083,17.6658880459
245,Twitter,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,8/19/2022,7/31/2020,35110,4405,137,7979.23,90595.69,0.0311010216,10.3539389139
246,Twitter,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,12/25/2020,3/14/2021,85847,4737,784,4307.48,15851.34,0.1655055943,2.6799567264
247,Instagram,at velit eu est congue elementum in hac habitasse platea dictumst morbi,8/9/2021,8/14/2021,91032,1514,714,1669.2,143380.24,0.4715984148,84.8975796789
248,Twitter,in hac habitasse platea dictumst etiam faucibus cursus urna ut,12/14/2021,12/6/2022,45585,6978,4,1359.08,136489.1,0.0005732302,99.4275686494
249,Twitter,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,3/2/2020,12/14/2020,92864,9979,724,2387.88,31881.99,0.07255236,12.3515880195
250,Instagram,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,7/23/2020,3/3/2020,68676,9303,77,2267.35,174566.3,0.0082768999,75.991333495
251,LinkedIn,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,3/6/2020,6/18/2022,56396,871,452,8036.81,90319.75,0.5189437428,10.2382587121
252,Instagram,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,8/25/2020,11/21/2021,32386,6629,360,6764.73,101095.24,0.0543068336,13.9444604589
253,Twitter,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,12/27/2020,10/6/2020,82547,9191,984,2823.33,152506.41,0.1070612556,53.0165017904
254,LinkedIn,maecenas tristique est et tempus semper est quam pharetra magna ac,12/15/2022,6/19/2022,27497,7909,101,6375.99,24838.31,0.0127702617,2.8956005263
255,Instagram,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,1/5/2020,10/8/2022,34155,5064,452,7680.45,134113.13,0.0892575039,16.4616239934
256,Facebook,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,2/1/2020,12/18/2020,36401,2019,919,5716.57,3446.81,0.4551758296,-0.3970492796
257,Instagram,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,7/21/2020,11/27/2021,53563,1176,488,1223.36,46357.13,0.4149659864,36.8932857049
258,Facebook,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1/28/2022,9/8/2021,62152,8579,411,6364.78,177524.87,0.0479076815,26.8917527393
259,Instagram,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,5/30/2020,5/11/2020,26299,545,76,9311.86,25441.66,0.1394495413,1.7321781041
260,Facebook,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,6/3/2022,1/1/2022,86620,1914,588,846.16,8560.47,0.3072100313,9.1168455139
261,Facebook,sed tristique in tempus sit amet sem fusce consequat nulla,8/29/2020,11/22/2020,43927,7244,841,2047.84,117528.23,0.1160960795,56.3913147512
262,Instagram,nisl venenatis lacinia aenean sit amet justo morbi ut odio,6/29/2020,4/9/2021,80971,9051,803,5329.54,82997.71,0.0887194785,14.5731470258
263,Twitter,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,11/23/2021,7/1/2022,53611,4422,688,7089.64,178175.09,0.1555857078,24.1317542217
264,Instagram,ut at dolor quis odio consequat varius integer ac leo pellentesque,10/30/2021,11/4/2021,6080,4649,872,2873.33,65588.42,0.1875672188,21.8266227687
265,Instagram,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,5/5/2021,11/29/2021,73413,4678,719,1743.77,173068.61,0.1536981616,98.2496774231
266,Facebook,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,4/20/2020,9/21/2022,82905,2602,729,9259.36,9594.04,0.2801691007,0.0361450467
267,Instagram,non mi integer ac neque duis bibendum morbi non quam nec dui,10/12/2022,11/22/2020,64322,4186,626,7159.11,117711.92,0.1495461061,15.4422560905
268,Facebook,rutrum neque aenean auctor gravida sem praesent id massa id,9/30/2021,5/14/2021,7813,5933,364,3948.08,12312.99,0.0613517613,2.1187285972
269,Instagram,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,9/20/2020,3/28/2021,36070,8978,187,7463.49,37594.83,0.0208286924,4.0371649188
270,Twitter,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,7/25/2020,12/23/2021,52376,5994,199,4302.11,74378.89,0.0331998665,16.28893264
271,LinkedIn,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,11/21/2020,12/7/2022,90553,8567,745,2736.17,35737.96,0.0869615968,12.0613083251
272,Instagram,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,11/8/2022,2/25/2020,63667,379,501,1776.29,66770.7,1.3218997361,36.5899768619
273,LinkedIn,dolor quis odio consequat varius integer ac leo pellentesque ultrices,1/29/2021,10/12/2020,29610,9297,397,9678.68,45238.93,0.0427019469,3.6740805564
274,Facebook,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,11/8/2021,11/23/2021,61971,6211,368,6223.18,131553.07,0.0592497182,20.1392037511
275,Twitter,quam a odio in hac habitasse platea dictumst maecenas ut,10/2/2021,1/4/2022,86566,1900,939,2656.56,49679.77,0.4942105263,17.7007897431
276,Facebook,cursus id turpis integer aliquet massa id lobortis convallis tortor risus,2/3/2021,8/6/2022,83991,4481,982,8956.94,62290.21,0.2191475117,5.9544074204
277,Instagram,dui vel nisl duis ac nibh fusce lacus purus aliquet,3/19/2022,7/16/2020,34101,6039,33,5553.96,122317.1,0.0054644809,21.0234031214
278,Instagram,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,1/17/2021,2/24/2021,34508,5982,180,7042.19,6133.25,0.0300902708,-0.1290706442
279,Facebook,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,1/27/2022,1/18/2021,36471,488,895,7936.14,149231.74,1.8340163934,17.8040709967
280,LinkedIn,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,9/6/2022,5/23/2022,79433,7198,954,5124.88,150894.87,0.1325368158,28.4435908743
281,Instagram,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,6/8/2022,8/28/2021,84158,1507,972,599.88,45340.37,0.6449900464,74.5823998133
282,LinkedIn,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,12/25/2020,2/11/2021,79497,7631,945,2508.46,5819.26,0.1238369807,1.3198536154
283,Twitter,at dolor quis odio consequat varius integer ac leo pellentesque ultrices,1/22/2021,5/25/2022,37156,5634,219,4585.92,159948.64,0.0388711395,33.8782011025
284,Instagram,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,6/29/2020,4/8/2021,10433,4848,759,1152.05,148689.54,0.1565594059,128.0651794627
285,Twitter,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,11/11/2022,1/18/2022,55315,7344,552,2085.4,171690.2,0.0751633987,81.329625012
286,Instagram,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,7/8/2022,12/16/2021,94430,3226,846,8870.07,23572.38,0.2622442653,1.65751905
287,Twitter,semper rutrum nulla nunc purus phasellus in felis donec semper sapien,12/30/2021,9/12/2021,96038,5949,115,5099.02,5302.15,0.01933098,0.0398370667
288,Facebook,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,1/27/2020,3/25/2020,15706,5866,401,9257.72,105412.65,0.0683600409,10.386459085
289,LinkedIn,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget,10/8/2020,11/3/2022,16841,1620,785,9740.19,175379.41,0.4845679012,17.0057483478
290,Twitter,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,4/2/2022,9/25/2021,40805,1377,647,2375.39,59036.16,0.4698620189,23.8532493612
291,Instagram,lobortis ligula sit amet eleifend pede libero quis orci nullam,9/15/2021,6/10/2021,62308,4401,501,4286.63,159157.75,0.1138377641,36.1288751303
292,Facebook,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,8/6/2021,3/29/2022,29458,9680,456,2274.17,38168.95,0.047107438,15.7836837176
293,LinkedIn,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,4/21/2022,1/22/2021,63417,1551,626,9652.2,132758.38,0.4036105738,12.754209403
294,Twitter,aliquam convallis nunc proin at turpis a pede posuere nonummy,4/30/2021,1/3/2020,44892,1212,86,6895.91,78581.68,0.0709570957,10.3954039423
295,Facebook,suscipit ligula in lacus curabitur at ipsum ac tellus semper,6/28/2021,11/6/2021,48972,6525,551,9082.82,137264.25,0.0844444444,14.1125146155
296,Facebook,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,12/5/2020,6/25/2021,75534,192,210,1939.41,76392.34,1.09375,38.3894741184
297,Twitter,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,12/19/2020,9/15/2021,97043,8238,340,239.0,123029.56,0.0412721534,513.7680334728
298,Instagram,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,11/11/2020,11/3/2021,29748,608,427,1971.45,86249.44,0.7023026316,42.7492404068
299,Facebook,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,7/3/2021,2/11/2022,40850,7212,986,2489.63,159116.32,0.1367165835,62.9116334556
300,Twitter,ligula vehicula consequat morbi a ipsum integer a nibh in quis,4/12/2020,8/17/2020,32757,3154,394,9276.73,107526.55,0.1249207356,10.5909970431
301,Facebook,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,5/14/2020,2/20/2021,30636,630,522,1259.6,1392.4,0.8285714286,0.1054302953
302,Twitter,in leo maecenas pulvinar lobortis est phasellus sit amet erat,9/6/2022,4/26/2021,76437,7684,251,4111.05,162676.52,0.0326652785,38.5705525352
303,Facebook,quis odio consequat varius integer ac leo pellentesque ultrices mattis,6/28/2020,5/20/2022,35219,4600,838,9387.36,60286.62,0.182173913,5.4221058956
304,Twitter,pede posuere nonummy integer non velit donec diam neque vestibulum eget,11/5/2021,12/27/2021,21019,6493,369,6404.37,108851.21,0.0568304328,15.9963962107
305,Twitter,ligula vehicula consequat morbi a ipsum integer a nibh in quis,9/21/2021,5/16/2020,15358,8245,935,9492.48,60690.65,0.1134020619,5.3935504736
306,Twitter,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,3/14/2021,2/7/2020,45571,9021,360,9012.2,13859.35,0.0399068839,0.537843146
307,LinkedIn,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,4/23/2022,4/2/2022,96916,1381,821,4585.12,82295.49,0.5944967415,16.9483830303
308,LinkedIn,felis ut at dolor quis odio consequat varius integer ac leo,11/20/2022,9/8/2021,97237,9954,936,3211.25,171411.46,0.0940325497,52.3784227326
309,Facebook,eget semper rutrum nulla nunc purus phasellus in felis donec,4/24/2021,11/22/2022,40592,5388,95,5921.07,155090.51,0.0176317743,25.1929870783
310,LinkedIn,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,5/5/2021,12/15/2021,86428,1848,561,8467.24,95630.6,0.3035714286,10.2941879526
311,Facebook,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,5/12/2022,6/28/2021,80413,3446,43,9557.55,178552.52,0.0124782356,17.6818295484
312,Facebook,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,4/24/2020,11/30/2020,22091,7724,604,7814.77,67003.94,0.078197825,7.5740130548
313,Facebook,massa id nisl venenatis lacinia aenean sit amet justo morbi,9/14/2021,12/4/2020,16667,171,213,2863.65,56313.55,1.2456140351,18.6649555637
314,Instagram,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,9/15/2022,6/21/2020,161,2377,817,7353.58,128186.25,0.3437105595,16.4318155239
315,LinkedIn,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,4/2/2020,4/8/2022,33853,8227,752,86.43,7208.83,0.091406345,82.4065717922
316,Instagram,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,1/6/2021,7/8/2020,10523,7309,378,4087.39,10619.64,0.0517170612,1.5981469838
317,Facebook,convallis morbi odio odio elementum eu interdum eu tincidunt in,4/17/2020,11/1/2022,19033,1080,84,3393.43,114538.8,0.0777777778,32.7531052652
318,LinkedIn,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,6/30/2022,11/28/2022,59620,1620,652,1159.37,119879.51,0.4024691358,102.4005623744
319,Instagram,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,11/20/2021,9/28/2020,44449,6775,943,7081.99,48461.88,0.1391881919,5.8429749265
320,Facebook,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,3/17/2022,12/20/2020,1021,5619,846,7857.25,174821.41,0.150560598,21.2496942314
321,Twitter,nunc proin at turpis a pede posuere nonummy integer non velit,11/29/2022,5/30/2021,68128,8549,28,1449.85,1243.9,0.0032752369,-0.1420491775
322,Facebook,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2/28/2022,6/10/2022,58029,461,585,8960.48,101786.76,1.2689804772,10.3595209185
323,Twitter,amet diam in magna bibendum imperdiet nullam orci pede venenatis,2/26/2021,7/11/2021,38887,3416,333,8536.78,26905.06,0.0974824356,2.1516637421
324,Facebook,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,3/21/2020,8/1/2020,21424,6002,33,5387.97,135206.53,0.0054981673,24.0941504871
325,Twitter,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,9/25/2020,2/15/2022,28217,7673,610,4619.59,18422.48,0.0794995439,2.9879036884
326,Facebook,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,6/7/2022,8/24/2020,4826,1408,721,9327.34,129217.31,0.5120738636,12.853607781
327,LinkedIn,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,5/4/2020,4/4/2020,77279,4655,724,6215.03,114548.28,0.1555316864,17.4308490868
328,Twitter,erat eros viverra eget congue eget semper rutrum nulla nunc purus,2/21/2021,5/18/2021,67755,7129,104,8255.85,98273.19,0.0145883013,10.9034611821
329,Instagram,aliquet massa id lobortis convallis tortor risus dapibus augue vel,3/30/2020,9/4/2021,71532,1826,936,9023.21,58086.74,0.5125958379,5.4374806748
